영화명,감독,배급사,y,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
리플레이,데이비드 하인즈,(주)다자인소프트,2020,2020-12-16,미국,242,103182310,12692,56517660,6934,드라마,12세이상관람가,독립/예술영화
극장판 요괴워치: 포에버 프렌즈,타카하시 시게하루,(주)씨제이이엔엠,2020,2020-10-15,일본,422,120684750,15386,15573740,1840,애니메이션,전체관람가,일반영화
O.J. 심슨 사건 파일,다니엘 패런즈,(주)스마일이엔티,2020,2020-08-05,미국,50,6906000,1374,5166000,1026,스릴러,청소년관람불가,일반영화
온워드: 단 하루의 기적,댄 스캔론,월트디즈니컴퍼니코리아 유한책임회사,2020,2020-06-17,미국,1138,3581335060,416739,1108737520,122318,애니메이션,전체관람가,일반영화
1945: 포인트 오브 노 리턴,릭 로버츠,(주)박수엔터테인먼트,2020,2020-06-24,영국,47,9344180,1369,2861940,392,전쟁,15세이상관람가,일반영화
그레텔과 헨젤,오즈 퍼킨스,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2020,2020-07-08,캐나다,325,101464540,11564,26507720,2936,판타지,15세이상관람가,일반영화
킬러맨,말릭 베이더,"(주)누리픽쳐스,(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2020,2020-08-13,미국,25,9192300,1121,5538300,690,액션,청소년관람불가,일반영화
엘라 벨라 빙고: 친구 찾기 대작전,"아틀 솔버그 블락세트,프랭크 모스볼드",(주)박수엔터테인먼트,2020,2020-08-12,노르웨이,180,57574860,7316,6133400,737,애니메이션,전체관람가,일반영화
피델리오,,(주)케빈앤컴퍼니,2020,2020-05-31,독일,7,11230800,455,8194300,330,공연,전체관람가,일반영화
"안녕, 미누",지혜원,"영화사 풀,(주)영화사 친구",2020,2020-05-27,한국,25,22966500,2850,16308000,2020,다큐멘터리,12세이상관람가,독립/예술영화
타발루가와 얼음공주,스벤 운터발트 주니어,예지림엔터테인먼트,2020,2020-01-08,독일,304,190654000,27330,33625100,4221,애니메이션,전체관람가,독립/예술영화
1942: 언노운 배틀,,(주)제이앤씨미디어그룹,2020,2020-07-29,러시아,121,43025100,5399,18896960,2354,전쟁,15세이상관람가,일반영화
글로리아를 위하여,로베르 게디기앙,찬란,2020,2020-10-29,프랑스,36,22875400,2833,17453100,2179,드라마,15세이상관람가,독립/예술영화
기묘한 이야기: 리플레이,,(주)영화사 안다미로,2020,2020-08-23,미국,1,738000,696,738000,696,어드벤처,15세이상관람가,일반영화
온다,나카시마 테츠야,(주)트리플픽쳐스,2020,2020-03-26,일본,163,44904840,5456,25688740,3080,공포(호러),15세이상관람가,독립/예술영화
슈퍼펫,벤 스미스,예지림엔터테인먼트,2020,2020-08-13,영국,5,3500000,700,0,0,애니메이션,전체관람가,독립/예술영화
마이 스파이,피터 시걸,(주)이수C&E,2020,2020-04-29,미국,240,482594500,56282,165572600,19676,액션,12세이상관람가,일반영화
더 보이 2: 돌아온 브람스,윌리엄 브렌트 벨,(주)팝엔터테인먼트,2020,2020-03-05,미국,179,231152000,26531,79928000,9271,공포(호러),15세이상관람가,일반영화
최미역행,판위린,시네마 뉴원,2020,2020-11-25,중국,20,4350500,553,2204000,289,드라마,12세이상관람가,독립/예술영화
블랙아웃 : 인베이젼 어스,예고르 바라노프,(주)제이앤씨미디어그룹,2020,2020-08-05,러시아,51,23281420,2744,12986940,1420,SF,15세이상관람가,일반영화
용루각: 비정도시,최상훈,(주)드림팩트엔터테인먼트,2020,2020-12-03,한국,22,16308210,2740,6068750,1024,액션,청소년관람불가,일반영화
부력,로드 라스젠,(주)영화사 그램,2020,2020-06-25,호주,90,46094660,5523,30799340,3462,드라마,15세이상관람가,독립/예술영화
도미노,브라이언 드 팔마,(주)영화사 빅,2020,2020-06-11,덴마크,113,24285360,2730,11597360,1293,범죄,15세이상관람가,독립/예술영화
극장판 미니특공대: 햄버거괴물의 습격,이영준,(주)리틀빅픽쳐스,2020,2020-09-30,한국,414,466063620,57883,77247430,9126,애니메이션,전체관람가,일반영화
극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,,와이드 릴리즈(주),2020,2020-11-12,영국,187,175915000,26123,32135000,4680,애니메이션,전체관람가,독립/예술영화
사랑이 눈뜰 때,마이클 메일러,(주)이놀미디어,2020,2020-08-26,미국,92,20322070,2695,9157640,1195,드라마,12세이상관람가,독립/예술영화
프리저베이션홀 재즈밴드,"T.G. 헤링턴,대니 클린치",(주)에스와이코마드,2020,2020-04-02,미국,30,6017260,707,3967000,453,다큐멘터리,전체관람가,독립/예술영화
마르지엘라,라이너 홀제메르,하준사,2020,2020-09-30,기타,31,51368170,5637,43872200,4712,다큐멘터리,전체관람가,독립/예술영화
뮤지컬 브로드웨이 42번가,마크 브램블,C 무비,2020,2020-07-08,미국,48,47531000,2644,18240500,1014,뮤지컬,전체관람가,일반영화
리암 갤러거,"찰리 라이트닝,게빈 피츠제럴드",(주)디스테이션,2020,2020-03-12,영국,54,27115800,2743,19487500,1837,다큐멘터리,15세이상관람가,독립/예술영화
레벨 16,,(주)디오시네마,2020,2020-12-10,캐나다,137,25928300,2856,10058250,1066,스릴러,15세이상관람가,독립/예술영화
더 프린세스 : 도둑맞은 공주,올레말라므,(주)팝엔터테인먼트,2020,2020-08-12,우크라이나,423,445726660,54609,60674330,7007,애니메이션,전체관람가,일반영화
페인 앤 글로리,페드로 알모도바르,(주)제이앤씨미디어그룹,2020,2020-02-05,스페인,198,208760620,27569,117106480,14549,드라마,청소년관람불가,독립/예술영화
오케이 마담,이철하,메가박스중앙(주)플러스엠,2020,2020-08-12,한국,1288,10979887910,1228685,2163208200,238179,코미디,15세이상관람가,일반영화
비독: 파리의 황제,장-프랑소와 리셰,"(주)영화특별시에스엠씨,주식회사 더쿱",2020,2020-09-17,프랑스,182,44661660,5120,22054610,2395,액션,15세이상관람가,독립/예술영화
내 사랑 찾기,,(주)팝엔터테인먼트,2020,2020-10-22,미국,38,4557300,560,2043300,249,멜로/로맨스,12세이상관람가,독립/예술영화
해치지않아,손재곤,(주)에이스메이커무비웍스,2020,2020-01-15,한국,1216,10154099090,1209689,2304920440,262944,코미디,12세이상관람가,일반영화
부활: 그 증거,김상철,(주)영화사 진진,2020,2020-10-08,한국,111,419172070,50692,67857200,8358,다큐멘터리,전체관람가,독립/예술영화
"어디갔어, 버나뎃",리차드 링클레이터,"(주)디스테이션,(주)엔케이컨텐츠",2020,2020-10-08,미국,253,236253000,28378,102548000,12154,코미디,12세이상관람가,독립/예술영화
젊은이의 양지,신수원,(주)리틀빅픽쳐스,2020,2020-10-28,한국,108,44082770,5199,28739100,3315,드라마,15세이상관람가,독립/예술영화
아웃포스트,로드 루리,(주)제이앤씨미디어그룹,2020,2020-09-23,미국,454,428533870,51381,167909230,19323,전쟁,15세이상관람가,일반영화
에이브의 쿠킹 다이어리,,(주)영화사 진진,2020,2020-06-24,브라질,56,39993060,5213,33569100,4365,드라마,전체관람가,독립/예술영화
공포분자,에드워드 양,(주)에이썸엔터테인먼트,2020,2020-09-17,기타,52,41166630,5218,27200450,3330,드라마,15세이상관람가,독립/예술영화
프리키 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2020,2020-11-25,미국,631,451260690,51816,128273640,14722,코미디,청소년관람불가,일반영화
토스카,,일미디어,2020,2020-12-01,이탈리아,4,20175850,684,13952250,437,공연,12세이상관람가,일반영화
태양의 소녀들,에바 허슨,(주)이수C&E,2020,2020-10-22,프랑스,103,25580970,2971,13742370,1501,드라마,15세이상관람가,독립/예술영화
런 보이 런,오원재,(주)라온컴퍼니플러스,2020,2020-05-28,한국,25,20893740,2956,11386020,1536,드라마,15세이상관람가,일반영화
공수도,채여준,(주)그노스,2020,2020-04-09,한국,79,25089500,2950,7524500,930,액션,15세이상관람가,일반영화
찬실이는 복도 많지,김초희,찬란,2020,2020-03-05,한국,241,240495330,27974,152524530,16942,드라마,전체관람가,독립/예술영화
극장판 시로바코,미즈시마 츠토무,(주)애니플러스,2020,2020-08-20,일본,64,45865490,5267,21357510,2398,애니메이션,12세이상관람가,일반영화
나의 첫 번째 슈퍼스타,니샤 가나트라,유니버설픽쳐스인터내셔널 코리아(유),2020,2020-06-10,미국,462,473919360,53684,189510120,21533,코미디,12세이상관람가,일반영화
건즈 아킴보,제이슨 레이 하우덴,와이드 릴리즈(주),2020,2020-04-15,영국,181,244731000,27928,90323000,10314,액션,청소년관람불가,독립/예술영화
파리의 인어,마티아스 마르지유,(주)빅웨이브시네마,2020,2020-07-23,프랑스,204,232298500,27623,89261500,10557,멜로/로맨스,12세이상관람가,독립/예술영화
히트맨,최원섭,롯데컬처웍스(주)롯데엔터테인먼트,2020,2020-01-22,한국,1122,20614278000,2406232,4072414720,472840,코미디,15세이상관람가,일반영화
빈폴,칸테미르 발라고프,(주)팝엔터테인먼트,2020,2020-02-27,러시아,33,23274440,2635,18391260,1991,드라마,15세이상관람가,독립/예술영화
그집,,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2020,2020-05-27,스페인,392,238258460,28707,53073520,6562,공포(호러),15세이상관람가,독립/예술영화
전쟁,요크 샤클톤,(주)제이앤씨미디어그룹,2020,2020-12-30,미국,35,4762860,708,1190940,170,액션,15세이상관람가,일반영화
극장판 바이올렛 에버가든,이시다테 타이치,(주)라이크콘텐츠,2020,2020-11-12,일본,131,521563250,60762,183461590,20003,애니메이션,전체관람가,독립/예술영화
고양이 집사,이희섭,㈜인디스토리,2020,2020-05-14,한국,49,20472240,2399,11396820,1287,다큐멘터리,전체관람가,독립/예술영화
더 프롬,라이언 머피,메가박스중앙(주)플러스엠,2020,2020-12-02,미국,662,213920730,24635,84028530,9478,코미디,12세이상관람가,일반영화
"조금씩, 천천히 안녕",나카노 료타,(주)디스테이션,2020,2020-05-27,일본,166,47781320,5960,30070560,3738,가족,전체관람가,독립/예술영화
마리 퀴리,마르잔 사트라피,(주)디스테이션,2020,2020-11-18,프랑스,484,191500920,24573,86961990,11943,드라마,15세이상관람가,독립/예술영화
셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,(주)영화사 진진,2020,2020-08-13,프랑스,30,20510480,2365,14897420,1638,다큐멘터리,전체관람가,독립/예술영화
이별식당,임왕태,"(주)에스와이코마드,아이 엠",2020,2020-08-27,한국,24,5934740,754,3975900,488,뮤지컬,12세이상관람가,독립/예술영화
오즈의 마법사: 요술구두와 말하는 책,,(주)박수엔터테인먼트,2020,2020-01-22,러시아,252,195207320,24534,35061960,4123,애니메이션,전체관람가,일반영화
호텔 레이크,윤은경,(주)스마일이엔티,2020,2020-04-29,한국,465,592223200,70019,116030900,13345,공포(호러),15세이상관람가,독립/예술영화
그리고 우린 춤을 추었다,레반 아킨,(주)엣나인필름,2020,2020-11-25,프랑스,79,53468810,6069,38020840,4095,드라마,15세이상관람가,독립/예술영화
더 테러리스트,,(주)드림팩트엔터테인먼트,2020,2020-02-26,기타,17,6063400,748,5235020,633,범죄,15세이상관람가,독립/예술영화
소년시절의 너,증국상,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리",2020,2020-07-09,중국,252,615471500,72419,265587900,30665,멜로/로맨스,15세이상관람가,독립/예술영화
그 누구도 아닌,아르노 데 팔리에르,그린나래미디어(주),2020,2020-03-26,프랑스,74,19051000,2319,12730680,1537,드라마,15세이상관람가,독립/예술영화
엽문4: 더 파이널,엽위신,(주)키다리이엔티,2020,2020-04-01,홍콩,206,630556300,72886,182738000,20918,액션,12세이상관람가,독립/예술영화
빅샤크3: 젤리몬스터 대소동,신우,(주)팝엔터테인먼트,2020,2020-07-29,중국,400,562559660,72912,62620460,7772,애니메이션,전체관람가,일반영화
알피니스트 - 어느 카메라맨의 고백,"임일진,김민철",(주)민치앤필름,2020,2020-10-15,한국,21,18762430,2316,11944030,1451,다큐멘터리,12세이상관람가,독립/예술영화
얼론,조니 마틴,(주)영화사 안다미로,2020,2020-11-18,미국,189,19474290,2294,7069010,794,액션,15세이상관람가,독립/예술영화
에릭 클랩튼: 기타의 신,릴리 피니 자눅,(주)영화사 진진,2020,2020-01-23,영국,28,48550462,6245,34830462,4241,다큐멘터리,15세이상관람가,독립/예술영화
캣츠토피아,게리 왕,(주)버킷스튜디오,2020,2020-04-30,중국,367,201223160,24000,29153160,3370,판타지,전체관람가,독립/예술영화
피원에이치 : 새로운 세계의 시작,창,롯데컬처웍스(주)롯데엔터테인먼트,2020,2020-10-08,한국,87,21109200,2284,12031200,1223,드라마,15세이상관람가,일반영화
내언니전지현과 나,박윤진,호우주의보,2020,2020-12-03,한국,36,19671300,2283,14509030,1583,다큐멘터리,12세이상관람가,독립/예술영화
나를 구하지 마세요,정연경,(주)리틀빅픽쳐스,2020,2020-09-10,한국,79,20403800,2334,10538220,1140,드라마,12세이상관람가,독립/예술영화
그리드,마이클 윈터바텀,와이드 릴리즈(주),2020,2020-10-15,영국,66,21409500,2411,14451700,1546,코미디,15세이상관람가,독립/예술영화
환상의 마로나,안카 다미안,찬란,2020,2020-06-11,프랑스,48,55835960,5892,46609720,4670,애니메이션,전체관람가,독립/예술영화
n번째 이별 중,,"(주)팬엔터테인먼트,(주)영화특별시에스엠씨",2020,2020-04-01,미국,171,225358800,24915,87296700,9615,멜로/로맨스,12세이상관람가,독립/예술영화
신의 은총으로,프랑수아 오종,찬란,2020,2020-01-16,프랑스,41,44147760,5666,30171760,3632,드라마,15세이상관람가,독립/예술영화
뉴 뮤턴트,조쉬 분,월트디즈니컴퍼니코리아 유한책임회사,2020,2020-09-10,미국,817,546115880,61897,164593910,18270,액션,15세이상관람가,일반영화
나이스 걸 라이크 유,,(주)영화사 빅,2020,2020-11-18,미국,149,48068200,5720,24807800,3035,코미디,청소년관람불가,일반영화
고양이와 할아버지,미츠아키 이와고,(주)디스테이션,2020,2020-04-23,일본,71,21749340,2577,12309140,1445,드라마,전체관람가,독립/예술영화
컨택트 2020,,위드 라이언 픽쳐스,2020,2020-07-15,미국,1,13017000,2576,4917000,956,SF,12세이상관람가,일반영화
차일드 인 타임,줄리언 파리노,(주)팝엔터테인먼트,2020,2020-01-09,영국,75,48693920,5744,32361100,3649,드라마,15세이상관람가,독립/예술영화
루키스,원금린,"주식회사 더쿱,(주)영화특별시에스엠씨",2020,2020-05-20,중국,277,47805080,5761,13587800,1598,액션,15세이상관람가,일반영화
코마,,(주)까멜리아이엔티,2020,2020-11-12,러시아,46,18739450,2563,12110950,1652,SF,15세이상관람가,독립/예술영화
악몽,송정우,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2020,2020-03-12,한국,165,21953720,2553,4537180,497,미스터리,청소년관람불가,독립/예술영화
선생님과 길고양이,후카가와 요시히로,찬란,2020,2020-04-09,일본,53,5860820,730,3248080,401,코미디,전체관람가,독립/예술영화
프리키 데스데이 순한맛,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2020,2020-12-10,미국,159,23273230,2541,5965220,637,코미디,15세이상관람가,일반영화
렛 힘 고,토마스 베주차,유니버설픽쳐스인터내셔널 코리아(유),2020,2020-11-05,미국,47,40874000,5800,23792500,3457,범죄,15세이상관람가,독립/예술영화
레전더리 콘서트: 헤르베르트 폰 카라얀,헤르베르트 폰 카라얀,(주)케빈앤컴퍼니,2020,2020-11-01,독일,15,20976000,730,12899000,429,공연,전체관람가,일반영화
폰조,조쉬 트랭크,(주)키다리이엔티,2020,2020-10-14,미국,574,211759310,25383,79202080,9237,범죄,청소년관람불가,독립/예술영화
피가로의 결혼,그레이엄 빅,일미디어,2020,2020-05-01,이탈리아,4,13695500,530,9703500,325,공연,12세이상관람가,일반영화
캐리비안 해적과 마법 다이아몬드,라스무스 A. 실버르센,(주)제이앤씨미디어그룹,2020,2020-08-26,노르웨이,138,19680980,2507,3569540,430,애니메이션,전체관람가,일반영화
더 플랫폼,,(주)홈초이스,2020,2020-05-13,스페인,228,603715000,65938,212466200,23133,SF,청소년관람불가,독립/예술영화
인퍼머스,,(주)디스테이션,2020,2020-11-11,미국,135,23058650,2499,9517970,998,범죄,청소년관람불가,독립/예술영화
카페 벨에포크,니콜라스 베도스,(주)이수C&E,2020,2020-05-20,프랑스,463,549455880,65975,268690840,32387,코미디,15세이상관람가,독립/예술영화
킹덤,사토 신스케,와이드 릴리즈(주),2020,2020-04-29,일본,186,140937500,17663,44837000,5614,액션,15세이상관람가,일반영화
킹덤 오브 헤븐: 디렉터스 컷,리들리 스콧,(주)영화사오원,2020,2020-11-11,영국,117,230971600,25153,118553900,12497,액션,15세이상관람가,일반영화
광주비디오: 사라진 4시간,이조훈,(주)인디플러그,2020,2020-07-16,한국,70,19897980,2623,8339980,1036,다큐멘터리,12세이상관람가,독립/예술영화
미스비헤이비어,필립파 로소프,판씨네마(주),2020,2020-05-27,영국,378,234421860,28884,106700360,12991,드라마,15세이상관람가,독립/예술영화
엠마,어텀 드 와일드,유니버설픽쳐스인터내셔널 코리아(유),2020,2020-02-27,영국,18,34655000,5094,22470500,3220,코미디,12세이상관람가,독립/예술영화
치어리딩 클럽,자라 헤이즈,찬란,2020,2020-09-10,캐나다,35,5145240,672,3251300,421,코미디,12세이상관람가,독립/예술영화
나의 인생여행,,(주)라이크콘텐츠,2020,2020-12-10,영국,31,4822210,603,2682340,327,드라마,15세이상관람가,독립/예술영화
베이비티스,,M&M 인터내셔널,2020,2020-10-22,호주,57,36583130,4329,26299730,3014,코미디,15세이상관람가,독립/예술영화
퍼스트 러브,미이케 다카시,와이드 릴리즈(주),2020,2020-12-17,일본,79,33720500,3883,19220950,2131,범죄,청소년관람불가,독립/예술영화
삼진그룹 영어토익반,이종필,롯데컬처웍스(주)롯데엔터테인먼트,2020,2020-10-21,한국,1615,13985885870,1571774,3946153940,444282,드라마,12세이상관람가,일반영화
고 피쉬!,숀 패트릭 오렐리,(주)박수엔터테인먼트,2020,2020-07-23,미국,138,33952780,4338,4877640,597,애니메이션,전체관람가,일반영화
에베레스트,이인항,(주)제이앤씨미디어그룹,2020,2020-07-22,중국,142,36419640,4356,15919800,1863,액션,15세이상관람가,일반영화
담보,강대규,(주)씨제이이엔엠,2020,2020-09-29,한국,1342,14749476550,1719592,2689563450,305919,드라마,12세이상관람가,일반영화
걸즈 앤 판처 최종장 제1화,미즈시마 츠토무,(주)디스테이션,2020,2020-01-08,일본,55,38676620,4380,23048080,2528,애니메이션,12세이상관람가,일반영화
도굴,박정배,(주)씨제이이엔엠,2020,2020-11-04,한국,1635,13947969670,1543813,3235832320,355865,범죄,12세이상관람가,일반영화
아이즈 온 미 : 더 무비,박재석,씨제이포디플렉스 주식회사,2020,2020-06-10,한국,124,506274000,39228,202248500,15630,공연,전체관람가,일반영화
트라이얼 오브 더 시카고 7,아론 소킨,메가박스중앙(주)플러스엠,2020,2020-10-07,미국,103,35893730,4412,19914960,2338,드라마,15세이상관람가,독립/예술영화
정직한 후보,장유정,(주)넥스트엔터테인먼트월드(NEW),2020,2020-02-12,한국,1187,12765456530,1525718,2843152830,331403,코미디,12세이상관람가,일반영화
트랜짓,크리스티안 펫졸드,M&M 인터내셔널,2020,2020-07-02,독일,42,37686660,4429,30896480,3517,드라마,12세이상관람가,독립/예술영화
용길이네 곱창집,정의신,(주)영화사 그램,2020,2020-03-12,일본,93,30463160,3753,14769500,1846,드라마,15세이상관람가,독립/예술영화
카오산 탱고,김범삼,(주)영화사 그램,2020,2020-07-30,한국,45,30281860,3731,21987460,2483,드라마,12세이상관람가,독립/예술영화
피아니스트의 전설,쥬세페 토르나토레,(주)라이크콘텐츠,2020,2020-01-01,이탈리아,69,340627562,41680,207078442,24197,드라마,15세관람가,독립/예술영화
레전더리 콘서트: 카를로스 클라이버,카를로스 클라이버,(주)케빈앤컴퍼니,2020,2020-12-02,독일,14,17130000,583,11503000,381,공연,전체관람가,일반영화
아무도 없다,존 하이암스,판씨네마(주),2020,2020-09-09,미국,122,38901450,4478,13157650,1556,스릴러,15세이상관람가,독립/예술영화
해피 디 데이,켄 마리노,(주)영화사 빅,2020,2020-07-01,미국,153,30493800,3694,12078220,1441,코미디,전체관람가,독립/예술영화
강철비2: 정상회담,양우석,롯데컬처웍스(주)롯데엔터테인먼트,2020,2020-07-29,한국,2137,14655366110,1790797,3474597010,441770,드라마,15세이상관람가,일반영화
보테로,돈 밀러,(주)마노엔터테인먼트,2020,2020-09-24,캐나다,34,31301840,3805,21537040,2406,다큐멘터리,전체관람가,독립/예술영화
증발,김성민,㈜인디스토리,2020,2020-11-12,한국,35,28672300,3922,17390100,2154,다큐멘터리,전체관람가,독립/예술영화
안녕까지 30분,,(주)디스테이션,2020,2020-10-14,일본,115,33447800,4305,18622500,2432,판타지,12세이상관람가,독립/예술영화
쓰루 더 파이어,,(주)영화사오원,2020,2020-07-23,프랑스,23,4341760,602,2946300,395,드라마,15세이상관람가,독립/예술영화
부산행:익스텐디드,연상호,(주)넥스트엔터테인먼트월드(NEW),2020,2020-07-01,한국,88,32808500,4117,13763500,1715,액션,15세이상관람가,일반영화
레미: 집 없는 아이,앙트완 블로시에르,(주)팝엔터테인먼트,2020,2020-05-28,프랑스,168,33242380,4160,14916560,1875,가족,전체관람가,독립/예술영화
페뷸러스,멜라니 샤르본느,"(주)싸이더스,찬란",2020,2020-11-05,캐나다,71,36572280,4109,25567870,2876,코미디,15세이상관람가,독립/예술영화
애프터: 그 후,로저 컴블,판씨네마(주),2020,2020-10-07,미국,420,304956040,36962,102372690,12502,멜로/로맨스,15세이상관람가,일반영화
야구소녀,최윤태,"(주)싸이더스,찬란",2020,2020-06-18,한국,264,316405720,36986,177574260,19840,드라마,12세이상관람가,독립/예술영화
와일드 시티,론 스캘펠로,와이드 릴리즈(주),2020,2020-06-17,영국,111,35310180,4168,15517380,1885,액션,청소년관람불가,독립/예술영화
닥터 두리틀,스티븐 개건,유니버설픽쳐스인터내셔널 코리아(유),2020,2020-01-08,미국,1290,13449206760,1607082,3702475700,425975,판타지,전체관람가,일반영화
다시 만난 날들,심찬양,(주)영화사오원,2020,2020-09-24,한국,105,37245780,4176,21955430,2284,뮤지컬,12세이상관람가,독립/예술영화
프록시마 프로젝트,앨리스 위노코,(주)영화사 진진,2020,2020-10-15,프랑스,86,36329750,4185,25624880,2845,드라마,12세이상관람가,독립/예술영화
매지컬: 공주를 웃겨라,정윤철,(주)에이원엔터테인먼트,2020,2020-09-17,한국,220,31809670,4077,5353060,642,애니메이션,전체관람가,일반영화
누군가 어디에서 나를 기다리면 좋겠다,아르노 비야르,(주)영화사 진진,2020,2020-12-17,프랑스,54,31003550,4072,21726680,2731,드라마,15세이상관람가,독립/예술영화
로맨틱 코미디,,(주)영화사 안다미로,2020,2020-12-03,미국,28,4954540,597,3250200,360,다큐멘터리,12세이상관람가,독립/예술영화
콜 오브 와일드,크리스 샌더스,월트디즈니컴퍼니코리아 유한책임회사,2020,2020-05-14,미국,505,306118500,36245,92427680,10807,어드벤처,12세이상관람가,일반영화
맹크,데이빗 핀처,메가박스중앙(주)플러스엠,2020,2020-11-18,미국,100,36063560,4036,24934870,2735,드라마,15세이상관람가,독립/예술영화
가을의 마티네,니시타니 히로시,찬란,2020,2020-12-31,일본,19,26569370,4014,17778340,2569,멜로/로맨스,12세이상관람가,독립/예술영화
로그,M.J. 버세트,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2020,2020-11-25,미국,180,31203140,4012,12613560,1571,액션,15세이상관람가,일반영화
다만 악에서 구하소서 파이널컷,홍원찬,(주)씨제이이엔엠,2020,2020-10-28,한국,475,326106570,37961,105237250,12255,액션,청소년관람불가,일반영화
담쟁이,한제이,(주)트리플픽쳐스,2020,2020-10-28,한국,93,33705130,4258,19435220,2347,가족,15세이상관람가,독립/예술영화
부다페스트 스토리,아틸라 사스,알토미디어(주),2020,2020-08-13,헝가리,33,35261990,4264,20767160,2429,스릴러,15세이상관람가,독립/예술영화
미스터 보스,김형기,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2020,2020-12-30,한국,226,34516640,4267,8285480,1031,드라마,15세이상관람가,일반영화
기도의 막이 내릴 때,후쿠자와 카츠오,노바엔터테인먼트,2020,2020-05-14,일본,33,4874540,601,2697300,323,드라마,15세이상관람가,독립/예술영화
지옥의 묵시록 파이널 컷,프란시스 포드 코폴라,(주)디스테이션,2020,2020-11-26,미국,64,33943630,3663,20106200,2104,전쟁,청소년관람불가,독립/예술영화
힐빌리의 노래,론 하워드,메가박스중앙(주)플러스엠,2020,2020-11-11,미국,84,30682780,3646,17845500,2071,드라마,청소년관람불가,독립/예술영화
주식회사 스페셜액터스,우에다 신이치로,찬란,2020,2020-08-06,일본,43,31250440,3644,22111440,2408,코미디,전체관람가,독립/예술영화
극장판 기븐,야마구치 히카루,(주)애니플러스,2020,2020-11-26,일본,103,40516790,4585,19788480,2109,애니메이션,15세이상관람가,일반영화
오픈 더 도어,올가 고로데츠카야,(주)팝엔터테인먼트,2020,2020-04-08,러시아,184,286702100,31760,96227400,10487,공포(호러),15세이상관람가,일반영화
호프,마리아 소달,(주)이놀미디어,2020,2020-12-17,기타,171,27884010,3330,11031270,1275,드라마,12세이상관람가,독립/예술영화
비행,조성빈,"아이 엠,(주)케이티알파",2020,2020-03-19,한국,128,28441440,3326,16686200,1881,드라마,15세이상관람가,독립/예술영화
시라이,,(주)디스테이션,2020,2020-07-15,일본,70,28571620,3305,4506280,498,공포(호러),15세이상관람가,독립/예술영화
뱅가드,당계례,(주)디스테이션,2020,2020-12-30,중국,265,265933700,31548,64605900,7759,액션,12세이상관람가,독립/예술영화
에브리타임 아이 다이,로비 마이클,(주)다자인소프트,2020,2020-10-21,미국,140,40982970,4960,21546770,2484,미스터리,15세이상관람가,독립/예술영화
맛있는 녀석들,순 하이펑,(주)팝엔터테인먼트,2020,2020-07-16,중국,152,26045040,3274,3849900,462,애니메이션,전체관람가,독립/예술영화
여름날,오정석,영화배급협동조합 씨네소파,2020,2020-08-20,한국,12,5136480,663,3434480,403,드라마,전체관람가,독립/예술영화
모리의 정원,오키타 슈이치,(주)영화사 진진,2020,2020-03-26,일본,66,27215720,3245,16980280,1918,드라마,전체관람가,독립/예술영화
마담 버터플라이,,(주) 인스터 글로벌,2020,2020-05-05,미국,6,14304900,564,10087200,396,공연,전체관람가,일반영화
킬 스위치,,(주)삼백상회,2020,2020-07-01,미국,51,16260900,3230,6360900,1250,SF,15세이상관람가,일반영화
스웨그,임성관,(주)영화사오원,2020,2020-12-10,한국,118,30300660,3214,18971540,1998,드라마,15세이상관람가,독립/예술영화
펠리칸 베이커리,,(주)영화사 진진,2020,2020-04-02,일본,28,5492140,665,3780140,449,다큐멘터리,전체관람가,독립/예술영화
톰보이,셀린 시아마,(주)영화특별시에스엠씨,2020,2020-05-14,프랑스,361,268477620,29879,162943780,17293,드라마,12세이상관람가,독립/예술영화
사랑이 뭘까,이마이즈미 리키야,(주)엣나인필름,2020,2020-04-09,일본,132,45020480,5045,31899820,3495,멜로/로맨스,15세이상관람가,독립/예술영화
"하이, 젝시","존 루카스,스콧 무어",(주)홈초이스,2020,2020-02-19,미국,205,227794500,29492,92332000,12136,코미디,15세이상관람가,일반영화
후쿠오카,장률,"(주)률필름,㈜인디스토리",2020,2020-08-27,한국,101,41546520,5064,23954070,2732,드라마,15세이상관람가,독립/예술영화
클로젯,김광빈,(주)씨제이이엔엠,2020,2020-02-05,한국,1197,10920792280,1264970,2555663920,286754,미스터리,15세이상관람가,일반영화
송 오브 러브,,(주)누리픽쳐스,2020,2020-09-10,기타,48,16134080,3133,5667600,1069,드라마,12세이상관람가,일반영화
하트,정가영,필름다빈,2020,2020-02-27,한국,11,5337500,672,4645500,569,드라마,청소년관람불가,독립/예술영화
