id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
14755,쿵푸 파이터,조니 우,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-07-01,개봉영화,장편,미국,1,"5,000",1,0,0,액션,15세이상관람가,일반영화
14756,퀸 오브 하츠,,,주식회사 루믹스미디어,주식회사 루믹스미디어,2019-10-10,개봉영화,장편,덴마크,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
14757,퀸 크랩,브렛 파이퍼,,주식회사 레드아이스,주식회사 레드아이스,2018-01-23,개봉영화,장편,미국,1,"3,000",1,0,0,SF,15세이상관람가,일반영화
14758,크게 만족한 아내 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-01-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14759,크레이지,릭 비버,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-01-19,개봉영화,장편,미국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
14760,크레이지 레이크,,,(주)컴퍼니엘,(주)컴퍼니엘,2017-07-20,개봉영화,장편,미국,1,"2,000",1,"2,000",1,공포(호러),청소년관람불가,일반영화
14761,크레이지 버그,파커 도리스,,(주)케이알씨지,(주)케이알씨지,2019-05-02,개봉영화,장편,미국,1,"1,000",1,"1,000",1,드라마,15세이상관람가,일반영화
14762,크로우 라이징,루이자 워렌,,(주)케이알씨지,(주)케이알씨지,2019-05-23,개봉영화,장편,영국,1,"1,000",1,"1,000",1,공포(호러),15세이상관람가,일반영화
14763,크롬스컬: 레이드 투 레스트 2,로버트 홀,,유니콘미디어(주),유니콘미디어(주),2015-12-03,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
14764,크리미널 체이스,브라이언 A 밀러,,제인앤유,제인앤유,2018-12-04,개봉영화,장편,미국,1,"1,000",1,0,0,액션,15세이상관람가,일반영화
14765,크리미널 : 해튼가든,제임스 마쉬,워킹 타이틀 필름,주식회사 세미콜론스튜디오,주식회사 세미콜론스튜디오,2019-11-21,개봉영화,장편,영국,1,"1,000",1,0,0,범죄,15세이상관람가,독립/예술영화
14766,크리스마스의 황당한 악몽,라이언 넬슨,,라온아이(주),라온아이(주),2018-12-06,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
14767,크리처 인 더 다크,,,,(주)라온컴퍼니플러스,2022-04-01,개봉영화,장편,미국,1,"6,000",1,0,0,공포(호러),12세이상관람가,일반영화
14768,크리쳐 빌로우,스튜어트 스파크,,(주)나우콘텐츠,(주)나우콘텐츠,2017-05-11,개봉영화,장편,영국,1,"8,000",1,0,0,공포(호러),청소년관람불가,일반영화
14769,큰놈의 불기둥,김영민,골든타이드픽처스(주),,골든타이드픽처스(주),2018-05-17,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
14770,클라리티,페이브 라즈,,(주)블루브릭,(주)블루브릭,2016-02-24,개봉영화,장편,미국,1,"5,000",1,0,0,드라마,15세이상관람가,일반영화
14771,클라운 돌,스콧 제프리,,,주식회사 플릭스코,2020-12-23,개봉영화,장편,미국,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화
14772,클럽녀 섹스 다이어트,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-09-13,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
14773,클로즈 레인지,아이삭 플로렌틴,,(주)블루브릭,(주)블루브릭,2015-11-19,개봉영화,장편,미국,1,"5,000",1,0,0,액션,청소년관람불가,일반영화
14774,클리닝 레이디,존 노츠,,,스튜디오엘론(주),2021-07-08,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
14775,키스도 부끄러워하는 여직원,히로아키,,(주)플라이어,(주)플라이어,2019-07-16,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
14776,킬 리스트,벤 휘틀리,,주식회사 풍경소리,주식회사 풍경소리,2015-11-12,개봉영화,장편,영국,1,"5,000",1,0,0,범죄,청소년관람불가,일반영화
14777,킬 존,토드 바투,,제인앤유,제인앤유,2018-11-04,개봉영화,장편,미국,1,"2,000",1,"2,000",1,액션,청소년관람불가,일반영화
14778,킬 케인,아담 스티븐 켈리,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-12-08,개봉영화,장편,영국,1,"3,000",1,0,0,액션,청소년관람불가,일반영화
14779,킬러 도너츠,스콧 휠러,,(주)퍼스트런,(주)퍼스트런,2018-04-05,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
14780,킬러 하이드,달라스 버지스,,(주)씨네마블랙,(주)씨네마블랙,2022-01-06,개봉영화,장편,미국,1,"5,000",1,0,0,액션,15세이상관람가,일반영화
14781,킬링 인 더 무비,마이클 워커,,라온아이(주),라온아이(주),2018-07-04,개봉영화,장편,미국,1,"5,000",1,0,0,액션,청소년관람불가,일반영화
14782,킹 다닐로,타라스 카이미흐,,(주)스토리제이,(주)스토리제이,2019-06-08,개봉영화,장편,우크라이나,1,"1,000",1,0,0,전쟁,15세이상관람가,일반영화
14783,킹 아더: 원탁의 기사,자레드 콘,,(유)조이앤시네마,(유)조이앤시네마,2018-11-04,개봉영화,장편,미국,1,"1,000",1,"1,000",1,액션,15세이상관람가,일반영화
14784,킹: 잃어버린 세계,리 스콧,,(주)케이알씨지,(주)케이알씨지,2017-05-17,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화
14785,킹덤 오브 글래디에이터,스테파노 밀라,,(주)케이알씨지,(주)케이알씨지,2017-04-25,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화
14786,킹덤: 아메리칸 좀비,존 A. 루소,,(주)영화사 안다미로,(주)영화사 안다미로,2020-04-20,개봉영화,장편,미국,1,"2,000",1,0,0,코미디,15세이상관람가,일반영화
14787,타락하는 여상사,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-06,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14788,타락한 부인 - 흥분만점,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-04,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14789,타부 : 잘못된 관계,한대위,(주)영화사가을,,(주)영화사가을,2022-02-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14790,타부 : 잘못된 관계 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-06-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14791,타부-새누나 무삭제,이슬,(주)콘텐츠윙,,(주)콘텐츠윙,2016-09-12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14792,타부:상간녀,쿠로아카 긴조,,(주)영진크리에이티브,(주)영진크리에이티브,2019-11-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14793,타이거 레이드,사이먼 딕슨,,주식회사 레드아이스,주식회사 레드아이스,2017-06-02,개봉영화,장편,영국,1,"3,000",1,0,0,드라마,15세이상관람가,독립/예술영화
14794,타이만,나카시마 타케시,,,(주)영진크리에이티브,2021-03-16,개봉영화,장편,일본,1,"6,000",1,0,0,액션,청소년관람불가,일반영화
14795,타임 체인저,리치 크리스티아노,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-12-29,개봉영화,장편,미국,1,"3,000",1,0,0,SF,12세이상관람가,일반영화
14796,타짜의 목적,김경훈,노바엔터테인먼트,,노바엔터테인먼트,2018-05-15,개봉영화,장편,한국,1,"6,000",1,0,0,,청소년관람불가,일반영화
14797,타투이스트,"데본 다운즈,케니 게이지",,(주)무브먼트 픽쳐스,(주)무브먼트 픽쳐스,2016-07-21,개봉영화,장편,미국,1,"3,000",1,0,0,공포(호러),청소년관람불가,일반영화
14798,탐나는 친구 여동생,,,(주)빅콘미디어,(주)빅콘미디어,2019-12-10,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14799,탐스러운 장모님,최찬호,(주)영화사가을,,(주)영화사가을,2020-10-28,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14800,탐스러운 장모님 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,2021-02-15,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14801,탐스러운 친구여친,마메자와 마메타로,,,(주)픽쳐레스크,2021-10-18,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14802,탐욕의 직장동료,나기라 겐조,,,(주)라온컴퍼니플러스,2022-06-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14803,탐정사무소-그놈의 얼굴,이동현,(주)나우콘텐츠,,(주)나우콘텐츠,2017-01-18,개봉영화,장편,한국,1,"8,000",1,0,0,스릴러,15세이상관람가,일반영화
14804,탐정사무소-그놈의 얼굴 무삭제판,이동현,(주)매니아22,,(주)나우콘텐츠,2017-02-24,개봉영화,장편,한국,1,"8,000",1,0,0,스릴러,청소년관람불가,일반영화
14805,탑캣: 뉴욕 대소동,알버토 마르,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-04-24,개봉영화,장편,멕시코,1,"8,000",1,"8,000",1,애니메이션,전체관람가,일반영화
14806,태국 여행의 목적: 파타야 풀빌라 섹스현장,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2020-02-14,개봉영화,장편,한국,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
14807,태산쿵푸: 6인의 고수,"하지보,원구량",,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-08-28,개봉영화,장편,헝가리,1,"5,000",1,0,0,액션,12세이상관람가,일반영화
14808,태양 대폭발: 지구 최후의 날,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2020-06-08,개봉영화,장편,우크라이나,1,"5,000",1,0,0,SF,12세이상관람가,일반영화
14809,태양을 쏴라 무삭제판,김태식,필름라인,,(유)조이앤시네마,2015-07-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14810,탱글탱글 여문 요가녀의 가슴,에츠로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-07-02,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14811,탱크: 독일전차군단을 격파하라,알렉세이 페옥티스토프,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-08-07,개봉영화,장편,러시아,1,"5,000",1,0,0,전쟁,15세이상관람가,독립/예술영화
14812,터널 오브 에어리언,오클라호마 워드,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-07-28,개봉영화,장편,미국,1,"3,000",1,0,0,SF,청소년관람불가,일반영화
14813,터널: 다크니스 디센딩,마크 클리바노프,,라인트리엔터테인먼트,라인트리엔터테인먼트,2016-02-18,개봉영화,장편,미국,1,"5,000",1,"5,000",1,스릴러,청소년관람불가,일반영화
14814,터미너스: 인류 멸망의 시작,마크 퓌르미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-06,개봉영화,장편,미국,1,"8,000",1,0,0,액션,15세이상관람가,일반영화
14815,터미네이터 사이보그,,,(유)조이앤시네마,(유)조이앤시네마,2018-02-02,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화
14816,터미네이터 솔저,앤드류 벨웨어,,(주)케이알씨지,(주)케이알씨지,2019-03-17,개봉영화,장편,미국,1,"1,000",1,"1,000",1,SF,15세이상관람가,일반영화
14817,터져버린 마사지 부인,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-08-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14818,터져버린 변태 부인,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14819,터지는 아내의 엄마,카니에,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14820,터진 보험판매원,코지마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-11-16,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14821,터진 욕정의 유부녀,요리다 헤이스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-20,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14822,터질듯한 거유 신혼녀,우수바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-11-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14823,터치 오브 헤븐,,,주식회사 루믹스미디어,주식회사 루믹스미디어,2019-12-12,개봉영화,장편,기타,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
14824,털려버린 아내,나기라 겐조,,,(주)라온컴퍼니플러스,2022-06-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14825,테니스 부인과 카메라맨,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14826,테니스걸의 야외정사,우스바시 스이,,주식회사 미콘,주식회사 미콘,2019-06-05,개봉영화,장편,일본,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
14827,테러 라이브: 싸이코패스,지미 리 콤즈,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-10-02,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
14828,테이큰: 미녀들의 전쟁,브랜던 슬래글,,(주)퍼스트런,(주)퍼스트런,2018-02-22,개봉영화,장편,미국,1,"2,000",1,0,0,액션,청소년관람불가,일반영화
14829,텐프로 : 뉴페이스,야마우치 다이스케,,(주)에스와이미디어,(주)에스와이미디어,2017-05-15,개봉영화,장편,일본,1,"5,000",1,0,0,기타,청소년관람불가,일반영화
14830,템프팅,장 클로드 브리소,,주식회사 풍경소리,주식회사 풍경소리,2018-07-04,개봉영화,장편,프랑스,1,"1,000",1,0,0,드라마,청소년관람불가,독립/예술영화
14831,토네이도: 지구 재앙의 날,,,(주)더그레이트컴퍼니,(주)더그레이트컴퍼니,2020-04-24,개봉영화,장편,미국,1,"5,000",1,0,0,액션,15세이상관람가,일반영화
14832,토니 탱고,마놀로 첼리,,(주)나우콘텐츠,(주)나우콘텐츠,2016-11-24,개봉영화,장편,미국,1,"8,000",1,0,0,코미디,12세이상관람가,일반영화
14833,토일렛,이상훈,(주)오예스,,(주)오예스,2017-09-05,개봉영화,장편,한국,1,"3,000",1,0,0,스릴러,청소년관람불가,일반영화
14834,톡신,제이슨 두덱,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-06-02,개봉영화,장편,미국,1,"3,000",1,0,0,SF,15세이상관람가,일반영화
14835,톨 맨: 악마는 살아있다,,,제인앤유,제인앤유,2017-11-03,개봉영화,장편,미국,1,"3,000",1,0,0,공포(호러),15세이상관람가,일반영화
14836,투모로우 샤크,에밀 에드윈 스미스,,(유)조이앤시네마,(유)조이앤시네마,2018-05-03,개봉영화,장편,미국,1,"1,000",1,0,0,액션,15세이상관람가,일반영화
14837,투모로우 2019: 지구 대 빙하기,닉 와터스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-08-14,개봉영화,장편,미국,1,"5,000",1,0,0,액션,15세이상관람가,일반영화
14838,투큰,존 애셔,,(주)티에스앤컴퍼니,(주)티에스앤컴퍼니,2015-08-27,개봉영화,장편,미국,1,"5,000",1,"5,000",1,코미디,청소년관람불가,일반영화
14839,툼 인베이더,제임스 토마스,,(주)케이알씨지,(주)케이알씨지,2019-02-03,개봉영화,장편,미국,1,"1,000",1,"1,000",1,액션,15세이상관람가,일반영화
14840,트라이아스기 월드: 잃어버린 세계,딜런 복스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-01-29,개봉영화,장편,미국,1,"5,000",1,0,0,액션,청소년관람불가,일반영화
14841,트래쉬 파이어,리처드 베이츠 주니어,,주식회사 플릭스코,주식회사 플릭스코,2018-02-14,개봉영화,장편,미국,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화
14842,트랜스퍼런스,,,주식회사 레드아이스,주식회사 레드아이스,2018-11-21,개봉영화,장편,미국,1,"1,000",1,0,0,,12세이상관람가,일반영화
14843,트러블 위드 유,피에르 살바도리,,(주)영화사 안다미로,(주)영화사 안다미로,2019-09-26,개봉영화,장편,프랑스,1,"8,800",1,"8,800",1,코미디,15세이상관람가,독립/예술영화
14844,트럭걸 사야,케이치 후지와라,,(주)영진크리에이티브,(주)영진크리에이티브,2016-10-07,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14845,트레킹: 저주의 숲,릭 오스터만,,제인앤유,제인앤유,2019-07-04,개봉영화,장편,독일,1,"1,000",1,0,0,어드벤처,15세이상관람가,일반영화
14846,트로이 그레이트 워,테킨 길긴,,(유)조이앤시네마,(유)조이앤시네마,2019-01-31,개봉영화,장편,미국,1,"1,000",1,"1,000",1,전쟁,15세이상관람가,일반영화
14847,트리플 스렛,제시 V. 존슨,,㈜코리아스크린,㈜코리아스크린,2019-06-05,개봉영화,장편,태국,1,"5,000",1,0,0,액션,15세이상관람가,독립/예술영화
14848,트릭,닐 호너,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-06-08,개봉영화,장편,영국,1,"3,000",1,0,0,범죄,15세이상관람가,일반영화
14849,특별수사대,루치아노 세이버,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-03-23,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화
14850,특별한 맛 - 미시女(녀),긴다이치 코고로,,(주)플라이어,(주)플라이어,2016-11-03,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14851,특수부대 사이보그 솔저,그리프 퍼스트,,(주)케이알씨지,(주)케이알씨지,2016-07-07,개봉영화,장편,미국,1,"5,000",1,0,0,액션,청소년관람불가,일반영화
14852,특수부대 스콜피온,맹우,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-09,개봉영화,장편,중국,1,"6,000",1,0,0,액션,15세이상관람가,일반영화
14853,티켓 다방,김태수,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2017-05-11,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14854,티켓다방 2 - 무삭제판,최우성,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2020-04-22,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14855,티팬티와 댄스교실,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-05-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14856,티팬티의 새엄마,미나마 다이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-08-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14857,팀장님의 아내,김영민,골든타이드픽처스(주),,골든타이드픽처스(주),2018-11-30,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
14858,파격 노출 유부녀,쿠니자와 미노루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14859,파계승,츠지 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2017-05-24,개봉영화,장편,일본,1,"5,000",1,0,0,액션,청소년관람불가,일반영화
14860,파괴자,어니 바바라쉬,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2015-08-13,개봉영화,장편,캐나다,1,"5,000",1,"5,000",1,액션,청소년관람불가,일반영화
14861,파도 여인 그리고 탱고,박갑종,(주)갑종무비필름,,(주)에스와이미디어,2017-05-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14862,파도 여인 그리고 탱고 무삭제판,박갑종,(주)갑종무비필름,,(주)에스와이미디어,2018-01-12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14863,파라노말 고스트,칼 린드버프,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-08-05,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
14864,파라노말 드라이브,올레그 아사두린,,(주)컴퍼니엘,(주)컴퍼니엘,2016-08-18,개봉영화,장편,러시아,1,"3,000",1,0,0,공포(호러),청소년관람불가,독립/예술영화
14865,파라노말 액티비티 2019,"션 빙햄,제프 홀",,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-09-17,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화
14866,파라노말 액티비티: 드림하우스,빌리 루이스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-06-12,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화
14867,파라노말 인시던트,듀크 히치콕,,주식회사 루믹스미디어,주식회사 루믹스미디어,2015-10-29,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
14868,파라노말 하우스,매튜 라이언 앤더슨,,(유)조이앤시네마,(유)조이앤시네마,2018-09-30,개봉영화,장편,미국,1,"1,000",1,"1,000",1,스릴러,15세이상관람가,일반영화
14869,파라노이아,로버트 루케틱,,(주)누리픽쳐스,(주)누리픽쳐스,2014-09-18,개봉영화,장편,미국,1,"8,000",1,"8,000",1,드라마,15세이상관람가,일반영화
14870,파라다이스,디아블로 코디,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-05-15,개봉영화,장편,미국,1,"8,000",1,"8,000",1,코미디,15세이상관람가,일반영화
14871,파라다이스 인 푸켓:여대생의 맛 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-01-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14872,파라다이스 인 푸켓:유학생의 맛 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-01-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14873,파라툰 스쿼드: 특수낙하부대,이안 버논,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-05-08,개봉영화,장편,영국,1,"5,000",1,0,0,액션,15세이상관람가,독립/예술영화
14874,파란만장 청춘! 짐승처럼 가라!,우치다 에이지,,하드릴,하드릴,2017-12-19,개봉영화,장편,일본,1,"5,000",1,0,0,코미디,청소년관람불가,일반영화
14875,파란문 너머의 환상세계,,,주식회사 레드아이스,주식회사 레드아이스,2018-12-17,개봉영화,장편,미국,1,"1,000",1,0,0,어드벤처,전체관람가,일반영화
14876,파리지엔느 프로젝트,림 케리시,,(주)드림웨스트픽쳐스,(주)드림웨스트픽쳐스,2015-04-14,개봉영화,장편,프랑스,1,"9,000",1,"9,000",1,드라마,15세이상관람가,일반영화
14877,파이널 리벤지,,,,(주)스토리제이,2021-01-09,개봉영화,장편,터키,1,"1,000",1,0,0,전쟁,15세이상관람가,일반영화
14878,파이널 매치,,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2018-10-07,개봉영화,장편,미국,1,"2,000",1,"2,000",1,액션,15세이상관람가,일반영화
14879,파이널 싸움의 기술,김희성,(주)영화사 사계절,,(주)영화사 사계절,2022-01-21,개봉영화,장편,한국,1,"6,000",1,0,0,액션,청소년관람불가,일반영화
14880,파이브 갤럭시스,넬슨 리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-04,개봉영화,장편,미국,1,"6,000",1,0,0,SF,15세이상관람가,일반영화
14881,파이트 클럽: 미녀들의 토너먼트,,,(주)퍼스트런,(주)퍼스트런,2019-10-24,개봉영화,장편,미국,1,"1,000",1,0,0,액션,청소년관람불가,일반영화
14882,파칭코 엔젤: 복수의 정사,아이바 토모아키,,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2016-12-14,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14883,파칭코 엔젤: 은밀한 밀회,아이바 토모아키,,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2016-10-21,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14884,파타야 모델 자매,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2020-02-07,개봉영화,장편,한국,1,"2,000",1,0,0,드라마,청소년관람불가,일반영화
14885,파티 크래셔,,,주식회사 루믹스미디어,주식회사 루믹스미디어,2019-10-31,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
14886,판더믹,존 슈이츠,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2018-07-13,개봉영화,장편,미국,1,"2,000",1,"2,000",1,액션,청소년관람불가,일반영화
14887,패션 모델처럼 꼬시기,오우치 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-06-14,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14888,패션모델 여상사의 갑질,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14889,패트리어트,,,(주)퍼스트런,(주)퍼스트런,2021-04-08,개봉영화,장편,미국,1,"6,000",1,0,0,액션,15세이상관람가,일반영화
14890,패트리어트 워,파벨 드로즈도프,,(주)스토리제이,(주)스토리제이,2019-06-18,개봉영화,장편,러시아,1,"1,000",1,0,0,전쟁,12세이상관람가,일반영화
14891,패티쉬 : 흥분한 남자들,이종기,(주)영화사가을,,(주)영화사가을,2021-01-01,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14892,패티쉬 : 흥분한 남자들 무삭제,이종기,(주)영화사가을,,(주)영화사가을,2021-07-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14893,팩트 살인,,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-12-23,개봉영화,장편,미국,1,"4,000",1,"4,000",1,액션,청소년관람불가,일반영화
14894,팬티 두고 간 옆집 여자,버드맨 텟페이,,,(주)영진크리에이티브,2021-11-02,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14895,팬티하우스 2,알렉사 박,케이엘 픽쳐스,,케이엘 픽쳐스,2021-04-20,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
14896,퍼펙트 내니,루시 보리튜,,주식회사 세미콜론스튜디오,주식회사 세미콜론스튜디오,2020-04-23,개봉영화,장편,프랑스,1,"1,000",1,0,0,스릴러,15세이상관람가,독립/예술영화
