id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
2909,메튜 본의 백조의 호수 3D,매튜 본,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-08-02,개봉영화,장편,영국,15,"135,872,000","7,163","107,548,000","5,661",공연,전체관람가,일반영화
2910,타마코 러브 스토리,야마다 나오코,,(주)머스트씨무비릴리징컴퍼니,"주식회사 온 피크,(주)머스트씨무비릴리징컴퍼니",2014-09-25,개봉영화,장편,일본,27,"59,418,000","7,162","36,296,500","4,100",애니메이션,전체관람가,독립/예술영화
2911,매리,마이클 고이,,(주)유로커뮤니케이션,(주)영화특별시에스엠씨,2019-12-11,개봉영화,장편,미국,172,"41,020,980","7,157","13,806,440","1,649",공포(호러),15세이상관람가,독립/예술영화
2912,마리 크뢰이어,빌 어거스트,,(주)퍼스트런,(주)퍼스트런,2013-06-13,개봉영화,장편,덴마크,15,"51,351,000","7,135","41,714,000","5,678",드라마,청소년관람불가,독립/예술영화
2913,땡스 포 쉐어링,스튜어트 블럼버그,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-07-17,개봉영화,장편,미국,25,"44,022,000","7,132","23,212,500","4,350",코미디,청소년관람불가,일반영화
2914,라이더스 오브 저스티스,앤더스 토머스 옌센,,주식회사 왓챠,주식회사 왓챠,2021-06-02,개봉영화,장편,기타,143,"67,421,050","7,131","29,365,320","3,183",액션,15세이상관람가,독립/예술영화
2915,크리피: 일가족 연쇄 실종 사건,구로사와 기요시,,(주)영화사 진진,(주)영화사 진진,2016-08-18,개봉영화,장편,일본,73,"57,037,900","7,130","28,324,000","3,454",공포(호러),청소년관람불가,독립/예술영화
2916,"서른아홉, 열아홉",데이빗 모로,,판씨네마(주),판씨네마(주),2014-09-18,개봉영화,장편,프랑스,39,"50,895,400","7,127","27,976,000","3,937",멜로/로맨스,청소년관람불가,독립/예술영화
2917,리슨,아나 로샤,,워터홀컴퍼니(주),워터홀컴퍼니(주),2021-12-09,개봉영화,장편,영국,232,"61,969,550","7,114","29,649,780","3,199",드라마,12세이상관람가,독립/예술영화
2918,미드나이트 스카이,조지 클루니,,,메가박스중앙(주)플러스엠,2020-12-09,개봉영화,장편,미국,257,"61,177,160","7,101","25,146,210","2,891",드라마,12세이상관람가,독립/예술영화
2919,신 고질라,"안노 히데아키,히구치 신지",,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-03-08,개봉영화,장편,일본,156,"53,050,000","7,098","24,609,000","3,183",SF,12세이상관람가,일반영화
2920,씨 오브 트리스,구스 반 산트,,(주)영화사오원,(주)영화사오원,2018-05-10,개봉영화,장편,미국,98,"58,561,600","7,087","29,724,000","3,376",드라마,12세이상관람가,독립/예술영화
2921,고양이 케디,제다 토룬,,찬란,찬란,2017-09-21,개봉영화,장편,미국,32,"55,759,600","7,082","40,878,200","5,023",다큐멘터리,전체관람가,독립/예술영화
2922,레이디 수잔,위트 스틸먼,,(주)수키픽쳐스,(주)팝엔터테인먼트,2016-11-24,개봉영화,장편,영국,88,"51,727,800","7,071","30,128,500","3,965",드라마,12세이상관람가,독립/예술영화
2923,어른도감,김인선,한국영화아카데미,,(주)영화사 진진,2018-08-23,개봉영화,장편,한국,58,"53,539,700","7,056","33,621,500","3,998",코미디,12세이상관람가,독립/예술영화
2924,앱솔루틀리 애니씽,테리 존스,,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2016-01-14,개봉영화,장편,미국,90,"54,445,800","7,052","24,306,500","3,057",코미디,12세이상관람가,일반영화
2925,다크 앤드 위키드,브라이언 버티노,,(주)히스토리필름,와이드 릴리즈(주),2021-06-30,개봉영화,장편,미국,164,"60,105,000","7,046","25,468,500","3,086",공포(호러),15세이상관람가,일반영화
2926,니얼굴,서동일,두물머리픽쳐스,,(주)영화사 진진,2022-06-23,개봉영화,장편,한국,65,"63,291,100","7,035","42,849,700","4,740",다큐멘터리,전체관람가,독립/예술영화
2927,레벤느망,오드리 디완,,주식회사 왓챠,"(주)영화특별시에스엠씨,주식회사 왓챠",2022-03-10,개봉영화,장편,프랑스,64,"63,486,170","7,035","40,370,770","4,233",드라마,15세이상관람가,독립/예술영화
2928,빈센트 반 고흐 : 새로운 시선,"데이비드 비커스태프,필 그랩스키",,메가박스중앙(주),메가박스중앙(주),2017-08-24,개봉영화,장편,영국,29,"74,223,000","7,029","44,762,000","4,392",다큐멘터리,전체관람가,일반영화
2929,"소년, 소녀 그리고 바다",가와세 나오미,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,2014-10-09,개봉영화,장편,일본,21,"52,638,500","7,004","39,750,500","4,933",멜로/로맨스,청소년관람불가,독립/예술영화
2930,뉴니스,드레이크 도리머스,,(주)영화사 진진,(주)영화사 진진,2017-11-09,개봉영화,장편,미국,93,"55,870,500","6,989","36,437,300","4,441",멜로/로맨스,청소년관람불가,독립/예술영화
2931,초행,김대환,봄내필름,,(주)인디플러그,2017-12-07,개봉영화,장편,한국,47,"53,353,900","6,980","36,560,600","4,451",드라마,12세이상관람가,독립/예술영화
2932,화피 2,우얼샨,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2014-01-29,개봉영화,장편,중국,3,"5,970,000","6,980","2,000,000",400,액션,15세이상관람가,일반영화
2933,마담 보바리,소피 바르트,,(주)누리픽쳐스,(주)영화사 진진,2015-12-10,개봉영화,장편,미국,20,"54,323,900","6,974","42,584,000","5,213",드라마,청소년관람불가,독립/예술영화
2934,모어,이일하,,,(주)엣나인필름,2022-06-23,개봉영화,장편,한국,54,"55,334,500","6,972","37,380,500","4,506",다큐멘터리,15세이상관람가,독립/예술영화
2935,스타로부터 스무 발자국,모건 네빌,,(주)영화사 조제,(주)나이너스엔터테인먼트,2014-05-15,개봉영화,장편,미국,21,"55,110,400","6,970","42,387,700","5,174",다큐멘터리,15세이상관람가,독립/예술영화
2936,땐뽀걸즈,이승문,KBS,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2017-09-27,개봉영화,장편,한국,16,"55,402,300","6,957","44,293,800","5,095",다큐멘터리,12세이상관람가,독립/예술영화
2937,더 딥 블루 씨,테렌스 데이비스,,주식회사 풍경소리,(주)팝엔터테인먼트,2015-04-23,개봉영화,장편,영국,38,"53,600,961","6,956","31,258,961","3,882",멜로/로맨스,청소년관람불가,독립/예술영화
2938,오페라의 유령 2 : 러브 네버 다이,"브렛 설리반,사이몬 필립스",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-09-06,개봉영화,장편,미국,41,"114,721,500","6,952","57,704,500","3,024",뮤지컬,12세이상관람가,일반영화
2939,헝거,스티브 맥퀸,,오드,오드,2016-03-17,개봉영화,장편,영국,56,"51,600,100","6,927","34,193,900","4,434",드라마,청소년관람불가,독립/예술영화
2940,특수경찰: 스페셜 ID,곽요량,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2014-01-09,개봉영화,장편,중국,16,"9,218,500","6,920","912,000",114,액션,15세이상관람가,일반영화
2941,강변호텔,홍상수,(주)영화제작전원사,,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트",2019-03-27,개봉영화,장편,한국,49,"54,146,036","6,912","37,851,386","4,575",드라마,15세이상관람가,독립/예술영화
2942,휴가,이란희,작업장 ‘봄’,,㈜인디스토리,2021-10-21,개봉영화,장편,한국,55,"50,051,300","6,898","22,873,600","3,543",드라마,12세이상관람가,독립/예술영화
2943,남과 여: 여전히 찬란한,끌로드 를르슈,,(주)영화사내일,(주)팝엔터테인먼트,2020-10-15,개봉영화,장편,프랑스,69,"57,963,900","6,896","37,949,200","4,320",드라마,15세이상관람가,독립/예술영화
2944,레이드 2,가렛 에반스,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2014-07-09,개봉영화,장편,인도네시아,48,"53,724,400","6,885","25,932,700","3,164",액션,청소년관람불가,일반영화
2945,에브리바디 원츠 썸!!,리차드 링클레이터,,(주)콘텐츠게이트,(주)디스테이션,2016-07-14,개봉영화,장편,미국,63,"54,852,400","6,885","37,856,500","4,634",코미디,청소년관람불가,독립/예술영화
2946,우리가족: 라멘샵,에릭 쿠,,(주)컴퍼니엘,(주)팝엔터테인먼트,2019-01-31,개봉영화,장편,싱가포르,44,"59,780,350","6,869","43,899,550","4,880",드라마,12세이상관람가,독립/예술영화
2947,파커,테일러 핵포드,,㈜코리아스크린,와이드 릴리즈(주),2014-12-10,개봉영화,장편,미국,54,"52,015,000","6,828","19,301,000","2,627",범죄,청소년관람불가,일반영화
2948,고스트 헌터: 얼음 몬스터의 부활,토비 바우만,,주식회사 루믹스미디어,예지림엔터테인먼트,2016-02-25,개봉영화,장편,독일,58,"48,224,500","6,824","15,055,000","2,001",어드벤처,전체관람가,독립/예술영화
2949,파힘,피에르 프랑소와 마틴 라발,,그린나래미디어(주),(주)디스테이션,2021-01-21,개봉영화,장편,프랑스,165,"52,515,900","6,824","21,388,800","2,668",드라마,전체관람가,독립/예술영화
2950,미하엘 콜하스의 선택,아르노 데 팔리에르,,(주)영화사 진진,(주)영화사 진진,2014-02-27,개봉영화,장편,프랑스,24,"51,852,200","6,822","37,522,500","4,679",드라마,청소년관람불가,독립/예술영화
2951,이별까지 7일,이시이 유야,,(주)수키픽쳐스,(주)수키픽쳐스,2015-01-15,개봉영화,장편,일본,42,"49,911,406","6,788","31,640,606","4,134",드라마,12세이상관람가,독립/예술영화
2952,투캅스 인 파리,다비드 샤혼,,페어팍스인터내셔날(주),노바엔터테인먼트,2015-03-26,개봉영화,장편,프랑스,51,"34,266,000","6,786","16,766,000","3,345",액션,청소년관람불가,일반영화
2953,명량: 회오리 바다를 향하여,"정세교,김한민",(주)빅스톤픽쳐스,,(주)넥스트엔터테인먼트월드(NEW),2015-05-07,개봉영화,장편,한국,92,"48,376,500","6,774","20,064,500","2,541",다큐멘터리,12세이상관람가,독립/예술영화
2954,연인과 독재자,"로스 아담,로버트 캐넌",,(주)모인그룹,(주)엣나인필름,2016-09-22,개봉영화,장편,영국,76,"45,021,073","6,765","34,934,573","5,246",다큐멘터리,12세이상관람가,독립/예술영화
2955,시절인연,설효로,,(주)드림웨스트픽쳐스,(주)드림웨스트픽쳐스,2014-01-01,개봉영화,장편,중국,24,"52,344,000","6,755","22,855,500","2,844",멜로/로맨스,12세이상관람가,독립/예술영화
2956,페니 핀처,프레드 카바예,,주식회사 씨네룩스,주식회사 씨네룩스,2017-08-30,개봉영화,장편,프랑스,71,"48,737,508","6,737","23,258,408","3,148",코미디,12세이상관람가,독립/예술영화
2957,무스탕: 랄리의 여름,데니즈 겜즈 에르구벤,,(주)미로스페이스,"(주)미로스페이스,THE 픽쳐스",2016-03-17,개봉영화,장편,프랑스,26,"51,034,600","6,726","43,524,000","5,610",드라마,15세이상관람가,독립/예술영화
2958,페인리스,후앙 카를로스 메디나,,씨네그루(주)다우기술,씨네그루(주)다우기술,2013-08-08,개봉영화,장편,스페인,27,"45,767,500","6,717","22,257,000","3,274",드라마,청소년관람불가,독립/예술영화
2959,마가렛트 여사의 숨길 수 없는 비밀,자비에 지아놀리,,그린나래미디어(주),그린나래미디어(주),2016-03-17,개봉영화,장편,프랑스,82,"49,340,300","6,701","29,979,800","3,995",드라마,15세이상관람가,독립/예술영화
2960,인필트레이터 : 잠입자들,브래드 퍼맨,,(주)메인타이틀픽쳐스,(주)리틀빅픽쳐스,2016-10-06,개봉영화,장편,미국,128,"49,829,000","6,701","20,527,000","2,754",범죄,15세이상관람가,독립/예술영화
2961,오늘부터 우리는!!,후쿠다 유이치,,(주)미디어캐슬,(주)미디어캐슬,2022-04-15,개봉영화,장편,일본,21,"35,193,700","6,699","25,720,200","4,878",코미디,15세이상관람가,일반영화
2962,델마,요아킴 트리에,,그린나래미디어(주),그린나래미디어(주),2018-08-15,개봉영화,장편,노르웨이,37,"59,854,600","6,694","44,328,900","4,720",멜로/로맨스,15세이상관람가,독립/예술영화
2963,파이어스톰,원금린,,(주)드림웨스트픽쳐스,(주)인벤트스톤,2014-07-16,개봉영화,장편,중국,82,"51,336,800","6,682","16,628,000","2,053",액션,청소년관람불가,일반영화
2964,아들에게 가는 길,최낙권,리얼곤시네마,,"(주)에스와이코마드,글뫼 주식회사",2017-11-30,개봉영화,장편,한국,46,"44,440,500","6,668","17,278,000","2,353",가족,전체관람가,독립/예술영화
2965,탐엣더팜,자비에 돌란,,(주)엣나인필름,(주)엣나인필름,2014-05-22,개봉영화,장편,캐나다,26,"52,670,000","6,668","41,834,300","5,036",드라마,15세이상관람가,독립/예술영화
2966,글로리아,세바스찬 렐리오,,판씨네마(주),판씨네마(주),2013-12-05,개봉영화,장편,칠레,13,"49,687,400","6,664","44,382,400","5,727",드라마,청소년관람불가,독립/예술영화
2967,판타스틱 우먼,세바스찬 렐리오,,찬란,아이 엠,2018-04-19,개봉영화,장편,칠레,45,"54,845,600","6,651","39,991,500","4,604",드라마,15세이상관람가,독립/예술영화
2968,고양이들의 아파트,정재은,영화사 못,,"(주)엣나인필름,(주)메타플레이",2022-03-17,개봉영화,장편,한국,75,"58,285,970","6,646","41,803,870","4,616",다큐멘터리,전체관람가,독립/예술영화
2969,운디네,크리스티안 펫졸드,,M&M 인터내셔널,M&M 인터내셔널,2020-12-24,개봉영화,장편,독일,42,"56,997,020","6,643","38,061,850","4,202",드라마,12세이상관람가,독립/예술영화
2970,매직아치,바실리 로벤스키,,(주)영화사 빅,(주)영화사 빅,2021-07-01,개봉영화,장편,러시아,182,"52,885,610","6,633","6,632,500",677,애니메이션,전체관람가,일반영화
2971,네모난원,김성훈,영화사 랑,,(주)팝엔터테인먼트,2012-12-06,개봉영화,장편,한국,16,"44,276,000","6,627","15,744,000","2,407",드라마,15세이상관람가,독립/예술영화
2972,에브리데이,마이클 윈터바텀,,(주)영화사 진진,(주)영화사 진진,2013-06-13,개봉영화,장편,영국,16,"45,674,000","6,626","34,257,000","4,756",드라마,청소년관람불가,독립/예술영화
2973,밤은 짧아 걸어 아가씨야,유아사 마사아키,,(주)미디어캐슬,(주)라이크콘텐츠,2018-03-29,개봉영화,장편,일본,45,"51,696,700","6,618","38,547,000","4,878",애니메이션,12세이상관람가,독립/예술영화
2974,당신은 믿지 않겠지만,이시이 유야,(주)디오시네마,,(주)디오시네마,2021-10-28,개봉영화,장편,일본,100,"53,356,540","6,605","34,678,300","4,322",드라마,12세이상관람가,독립/예술영화
2975,환절기,이동은,명필름랩,,(주)리틀빅픽쳐스,2018-02-22,개봉영화,장편,한국,51,"52,955,000","6,592","37,585,000","4,475",드라마,15세이상관람가,독립/예술영화
2976,사보타지,데이비드 에이어,,(주)메인타이틀픽쳐스,(주)나이너스엔터테인먼트,2014-07-23,개봉영화,장편,미국,70,"50,277,100","6,591","22,902,500","3,012",범죄,청소년관람불가,일반영화
2977,몽마르트 파파,민병우,"웃음을 주는 영화,(주)해밀픽쳐스",,(주)트리플픽쳐스,2020-01-09,개봉영화,장편,한국,42,"48,610,800","6,580","24,893,800","3,124",다큐멘터리,전체관람가,독립/예술영화
2978,좋아하게 되는 그 순간을 ~고백실행위원회~,야나기자와 테츠야,,(주)엔케이컨텐츠,(주)디스테이션,2017-06-22,개봉영화,장편,일본,63,"48,850,000","6,573","22,467,000","2,935",애니메이션,12세이상관람가,일반영화
2979,비포 : 불가사의한 피라미드,이도 엔젤,,(주)시네마리퍼블릭,(주)영화사 빅,2014-09-18,개봉영화,장편,이스라엘,72,"45,170,000","6,568","10,260,000","1,405",애니메이션,전체관람가,일반영화
2980,더 디너,이바노 데 마테오,,감 픽쳐스,(주)판다미디어,2015-07-16,개봉영화,장편,이탈리아,19,"48,040,700","6,548","28,999,800","3,674",드라마,청소년관람불가,독립/예술영화
2981,"카페, 한 사람을 기다리다",강금림,,(주)해머픽쳐스,"(주)드림팩트엔터테인먼트,(주)일레븐엔터테인먼트",2017-05-11,개봉영화,장편,대만,107,"52,164,000","6,545","23,988,500","2,913",멜로/로맨스,15세이상관람가,독립/예술영화
2982,행복의 속도,박혁지,(주)하이하버픽쳐스,,(주)영화사 진진,2021-11-18,개봉영화,장편,한국,23,"47,870,040","6,540","36,541,540","5,062",다큐멘터리,전체관람가,독립/예술영화
2983,베를린 신드롬,케이트 쇼트랜드,,예지림엔터테인먼트,예지림엔터테인먼트,2017-07-06,개봉영화,장편,호주,78,"50,803,800","6,529","22,670,800","2,857",스릴러,청소년관람불가,독립/예술영화
2984,아디오스,파코 카베자스,,(주)도키엔터테인먼트,(주)이놀미디어,2020-07-22,개봉영화,장편,스페인,150,"48,029,220","6,526","18,146,060","2,562",액션,청소년관람불가,독립/예술영화
2985,미스터 홈즈,빌 콘돈,,(주)프레인글로벌,(주)프레인글로벌,2016-05-26,개봉영화,장편,영국,58,"50,852,300","6,518","29,843,600","3,757",범죄,12세이상관람가,독립/예술영화
2986,기적의 피아노,"임성구,김은주",(주)보고싶은영화사,,롯데쇼핑㈜롯데엔터테인먼트,2015-09-03,개봉영화,장편,한국,74,"46,156,800","6,514","22,829,700","3,130",다큐멘터리,전체관람가,독립/예술영화
2987,사랑은 소설처럼,제시카 골드버그,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2014-06-12,개봉영화,장편,미국,35,"51,129,800","6,513","28,208,100","3,549",멜로/로맨스,15세이상관람가,독립/예술영화
2988,해피엔드,미카엘 하네케,,그린나래미디어(주),그린나래미디어(주),2019-06-20,개봉영화,장편,프랑스,35,"51,406,630","6,510","35,944,830","4,267",드라마,15세이상관람가,독립/예술영화
2989,청춘 합창단 - 또 하나의 꿈,"이혁종,안정민",(주)네오스카이인터내셔날,,와이드 릴리즈(주),2017-06-15,개봉영화,장편,한국,39,"44,711,400","6,489","30,023,400","3,810",다큐멘터리,전체관람가,일반영화
2990,웬디,벤 제틀린,,(주)영화사 진진,"(주)영화사 진진,(주)하이스트레인저",2021-06-30,개봉영화,장편,미국,79,"45,993,870","6,482","32,676,470","4,681",드라마,12세이상관람가,독립/예술영화
2991,틴 스피릿,맥스 밍겔라,,찬란,"TCO(주)더콘텐츠온,플레이리스트(주)",2019-09-04,개봉영화,장편,미국,203,"52,373,790","6,480","25,895,500","3,012",드라마,12세이상관람가,독립/예술영화
2992,후겟츠 웨슬리,헉 봇코,,(주)콘텐츠패밀리,(주)영화특별시에스엠씨,2021-11-18,개봉영화,장편,미국,89,"49,034,670","6,476","29,518,970","4,163",코미디,12세이상관람가,일반영화
2993,학교괴담 : 저주의 언령,오치아이 마사유키,,(주)애니플러스,(주)박수엔터테인먼트,2015-07-02,개봉영화,장편,일본,70,"47,578,100","6,469","11,262,500","1,530",미스터리,15세이상관람가,독립/예술영화
2994,영 앤 뷰티풀,프랑수아 오종,,찬란,찬란,2013-12-05,개봉영화,장편,프랑스,23,"48,952,000","6,468","39,264,000","4,872",드라마,청소년관람불가,독립/예술영화
2995,세상의 모든 디저트: 러브 사라,,,(주)티캐스트,(주)티캐스트,2021-02-04,개봉영화,장편,영국,117,"54,132,170","6,457","34,902,590","4,065",드라마,12세이상관람가,독립/예술영화
